Horas_Estudio,Asistencia,Involucramiento_Padres,Nivel_Recursos,Actividades_Extracurriculares,Horas_Suenio,Notas_Previas,Nivel_Motivacion,Acceso_Internet,Clases_con_Tutor,Ingresos_Familiares,Calidad_Docente,Tipo_Escuela,Influencia_de_Pares,Actividad_Fisica,Dificultades_Aprendizaje,Nivel_Educacion_Padres,Distancia_Escuela,Sexo,Nota_Examen
23,99,Bajo,Bajo,Si,6,68,Alto,Si,1,Medio,Medio,Publico,Neutral,3,Si,Universitario,Lejos,Masculino,68
11,83,Bajo,Medio,No,7,63,Alto,Si,3,Alto,Medio,Publico,Negativo,2,No,,Lejos,Femenino,63
17,95,Alto,Medio,No,5,54,Bajo,Si,2,Alto,Alto,Publico,Neutral,2,No,Universitario,Medio,Femenino,69
22,98,Medio,Bajo,No,10,73,Medio,Si,1,Bajo,Bajo,Publico,Negativo,4,Si,Universitario,Cerca,Femenino,68
25,87,Alto,Alto,Si,8,84,Bajo,Si,2,Alto,Medio,Publico,Positivo,4,No,Universitario,Medio,Masculino,73
16,82,Medio,Medio,Si,6,99,Medio,Si,3,Alto,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,69
3,60,Medio,Medio,Si,5,76,Medio,Si,0,Medio,Alto,Private,Neutral,4,No,Secundario,Medio,Femenino,58
23,62,Alto,Bajo,No,5,87,Medio,Si,1,Alto,Bajo,Private,Positivo,3,No,Secundario,Cerca,Masculino,65
13,68,Medio,Medio,Si,8,95,Medio,Si,2,Bajo,Bajo,Private,Positivo,4,No,Secundario,Medio,Masculino,63
8,67,Bajo,Bajo,No,5,77,Bajo,Si,1,Medio,Alto,Publico,Positivo,2,No,Universitario,,Masculino,59
3,70,Medio,Medio,Si,7,58,Medio,Si,0,Medio,Medio,Private,Neutral,2,No,Secundario,Medio,Masculino,58
25,72,Medio,Medio,Si,4,92,Alto,Si,1,Bajo,Medio,Private,Negativo,2,Si,Secundario,Cerca,Masculino,66
21,74,Medio,Alto,Si,8,79,Medio,Si,0,Bajo,Alto,Private,Positivo,4,No,Secundario,Cerca,Masculino,67
19,77,Alto,Medio,Si,8,88,Medio,No,3,Bajo,Medio,Publico,Positivo,3,No,Universitario,Medio,Masculino,67
28,64,Alto,Medio,No,7,83,Bajo,Si,2,Alto,Medio,Private,Neutral,4,No,Secundario,Medio,Masculino,67
24,62,Alto,Bajo,Si,7,53,Medio,Si,0,Medio,Medio,Publico,Positivo,6,No,Posgrado,Cerca,Femenino,65
30,87,Alto,Medio,Si,8,58,Alto,Si,1,Bajo,Medio,Publico,Negativo,1,No,Universitario,Cerca,Masculino,71
12,81,Medio,Medio,Si,7,64,Alto,Si,2,Alto,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,66
20,78,Medio,Alto,Si,8,64,Medio,Si,2,Alto,Medio,Private,Positivo,2,No,Secundario,Medio,Femenino,68
10,85,Medio,Alto,Si,5,92,Medio,Si,0,Bajo,Alto,Private,Positivo,4,Si,Secundario,Lejos,Femenino,65
19,93,Alto,Alto,No,8,80,Medio,Si,1,Medio,Medio,Private,Neutral,3,No,Universitario,Medio,Masculino,71
19,77,Medio,Bajo,Si,7,54,Bajo,Si,2,Bajo,Medio,Private,Positivo,4,No,Secundario,Cerca,Femenino,64
24,86,Medio,Alto,Si,9,69,Alto,Si,1,Medio,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Masculino,72
20,98,Bajo,Bajo,No,7,78,Bajo,Si,4,Alto,Alto,Publico,Neutral,2,No,Secundario,Lejos,Masculino,69
24,94,Medio,Medio,No,7,63,Medio,Si,1,Bajo,Alto,Publico,Neutral,3,No,Secundario,Cerca,Masculino,70
24,77,Medio,Medio,Si,6,52,Medio,Si,0,Medio,Medio,Private,Negativo,4,No,Secundario,Cerca,Masculino,66
33,86,Medio,Medio,No,9,69,Medio,No,0,Medio,Medio,Publico,Neutral,3,No,Universitario,Cerca,Femenino,70
18,67,Alto,Bajo,No,4,73,Bajo,Si,0,Medio,Medio,Private,Neutral,2,No,Posgrado,Medio,Masculino,62
14,82,Bajo,Medio,Si,8,95,Medio,Si,1,Bajo,Medio,Private,Neutral,3,No,Posgrado,Medio,Masculino,66
21,99,Alto,Bajo,No,7,95,Bajo,Si,2,Bajo,Medio,Publico,Negativo,1,No,Secundario,Cerca,Femenino,70
15,81,Bajo,Bajo,Si,7,75,Bajo,Si,1,Medio,Alto,Publico,Negativo,1,No,Posgrado,Medio,Masculino,63
29,97,Alto,Medio,Si,7,74,Medio,Si,1,Medio,Bajo,Publico,Positivo,4,Si,Secundario,Cerca,Femenino,73
18,76,Medio,Alto,Si,7,82,Alto,Si,2,Medio,Alto,Publico,Neutral,4,No,Posgrado,Cerca,Femenino,70
17,100,Alto,Alto,No,8,63,Bajo,Si,1,Bajo,Medio,Private,Positivo,5,No,Secundario,Cerca,Masculino,71
17,83,Bajo,Medio,No,6,64,Medio,Si,1,Medio,Medio,Private,Positivo,4,No,Secundario,Cerca,Femenino,65
24,62,Medio,Bajo,Si,7,50,Medio,Si,1,Alto,Alto,Private,Negativo,2,No,Posgrado,Cerca,Masculino,64
19,83,Alto,Bajo,Si,8,54,Medio,Si,1,Bajo,Medio,Private,Positivo,4,No,Secundario,Medio,Masculino,66
16,71,Bajo,Bajo,Si,6,59,Alto,Si,1,Bajo,Alto,Publico,Positivo,3,No,Posgrado,Cerca,Masculino,82
30,61,Bajo,Alto,Si,8,82,Bajo,Si,2,Bajo,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Femenino,68
15,93,Medio,Medio,No,8,61,Alto,Si,1,Medio,Medio,Publico,Neutral,4,No,Secundario,Cerca,Femenino,67
20,71,Bajo,Alto,Si,6,56,Alto,Si,5,Medio,Medio,Private,Positivo,5,No,Universitario,Cerca,Masculino,68
24,92,Bajo,Alto,Si,5,81,Medio,Si,2,Bajo,Medio,Private,Negativo,3,Si,Secundario,Cerca,Masculino,69
10,72,Medio,Medio,Si,6,83,Medio,Si,0,Medio,Medio,Publico,Positivo,4,No,Secundario,Cerca,Masculino,63
23,68,Medio,Alto,No,7,53,Alto,Si,3,Alto,Medio,Publico,Neutral,3,No,Secundario,Medio,Femenino,66
14,99,Medio,Medio,No,7,89,Alto,No,0,Medio,Medio,Private,Positivo,2,No,Posgrado,Lejos,Femenino,68
25,74,Alto,Medio,Si,9,80,Medio,Si,4,Medio,Medio,Publico,Positivo,3,No,Universitario,Medio,Femenino,71
14,84,Medio,Alto,Si,6,70,Alto,Si,2,Alto,Medio,Publico,Positivo,3,No,Universitario,Cerca,Femenino,69
24,84,Bajo,Medio,Si,6,99,Medio,Si,1,Medio,Alto,Publico,Positivo,2,No,Posgrado,Lejos,Femenino,70
27,82,Medio,Medio,No,8,51,Alto,Si,3,Alto,Medio,Publico,Neutral,2,No,Universitario,Cerca,Masculino,70
25,97,Medio,Medio,Si,6,77,Bajo,Si,1,Bajo,Alto,Private,Positivo,4,No,Posgrado,Cerca,Masculino,73
22,87,Medio,Alto,Si,6,58,Medio,Si,0,Bajo,Medio,Private,Neutral,4,No,Secundario,Cerca,Femenino,68
19,76,Medio,Bajo,Si,6,66,Medio,Si,1,Alto,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,65
17,94,Alto,Alto,Si,4,57,Medio,Si,4,Medio,Alto,Publico,Neutral,4,No,Secundario,Medio,Masculino,72
29,67,Alto,Bajo,Si,8,83,Medio,Si,2,Bajo,Medio,Private,Positivo,4,Si,Secundario,Cerca,Femenino,67
16,82,Bajo,Medio,Si,8,70,Alto,Si,4,Bajo,Alto,Publico,Neutral,4,No,Universitario,Cerca,Femenino,68
14,98,Medio,Medio,Si,8,99,Bajo,Si,0,Alto,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,69
24,85,Medio,Medio,Si,10,83,Bajo,Si,1,Medio,Alto,Publico,Positivo,4,No,Universitario,Medio,Femenino,70
15,93,Alto,Medio,Si,9,96,Medio,Si,1,Medio,Medio,Publico,Negativo,2,No,Secundario,Medio,Femenino,69
14,86,Alto,Alto,Si,6,62,Medio,Si,1,Medio,Medio,Private,Positivo,2,No,Secundario,Cerca,Masculino,68
11,94,Medio,Medio,No,9,66,Medio,No,2,Bajo,Alto,Private,Positivo,2,No,Secundario,Medio,Masculino,65
17,98,Medio,Alto,Si,7,68,Medio,Si,1,Bajo,Medio,Publico,Positivo,4,No,Universitario,Medio,Masculino,70
20,71,Medio,Bajo,Si,6,92,Alto,Si,1,Bajo,Medio,Private,Negativo,4,No,Universitario,Cerca,Masculino,65
21,67,Medio,Bajo,No,6,61,Medio,Si,0,Bajo,Medio,Private,Positivo,3,No,Secundario,Medio,Femenino,61
26,79,Medio,Bajo,No,7,97,Medio,Si,1,Alto,Medio,Private,Positivo,2,No,Secundario,Cerca,Masculino,69
23,88,Medio,Bajo,Si,7,52,Medio,Si,0,Medio,Bajo,Publico,Neutral,4,No,Secundario,Cerca,Masculino,67
19,69,Medio,Medio,Si,9,94,Medio,Si,1,Bajo,Alto,Publico,Positivo,3,No,Secundario,Medio,Masculino,65
19,60,Medio,Medio,No,8,73,Alto,Si,3,Medio,Bajo,Private,Neutral,3,No,Secundario,Cerca,Masculino,63
23,74,Medio,Alto,Si,6,76,Medio,Si,0,Medio,Alto,Private,Negativo,4,No,Secundario,Cerca,Masculino,67
28,99,Alto,Bajo,No,5,100,Medio,Si,6,Medio,Medio,Private,Neutral,5,No,Secundario,Medio,Femenino,76
21,88,Medio,Medio,No,8,94,Medio,Si,0,Medio,Alto,Publico,Neutral,3,No,Universitario,Cerca,Masculino,70
17,76,Medio,Alto,Si,8,95,Bajo,Si,1,Bajo,Medio,Private,Neutral,4,No,Posgrado,Cerca,Femenino,67
14,68,Alto,Alto,Si,9,79,Bajo,Si,2,Bajo,Medio,Private,Positivo,4,No,Universitario,Cerca,Femenino,66
11,74,Medio,Alto,Si,7,98,Bajo,Si,1,Bajo,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,65
24,67,Bajo,Alto,No,8,84,Alto,Si,0,Bajo,Medio,Publico,Neutral,1,No,Universitario,Cerca,Femenino,65
23,64,Bajo,Medio,No,8,91,Medio,Si,2,Bajo,Medio,Publico,Negativo,3,No,Secundario,Lejos,Femenino,63
23,96,Medio,Alto,Si,5,86,Medio,Si,3,Medio,Alto,Publico,Neutral,3,Si,,Cerca,Masculino,74
19,100,Bajo,Alto,Si,7,89,Alto,Si,2,Alto,Bajo,Private,Neutral,3,No,Universitario,Medio,Masculino,72
28,67,Alto,Alto,No,8,82,Bajo,Si,1,Alto,Bajo,Publico,Neutral,4,No,Secundario,Cerca,Femenino,68
17,62,Medio,Bajo,No,8,86,Alto,Si,2,Medio,Medio,Publico,Neutral,4,No,Secundario,Medio,Femenino,62
26,73,Bajo,Alto,No,7,72,Medio,Si,1,Bajo,Bajo,Private,Neutral,3,No,Universitario,Lejos,Masculino,65
20,78,Alto,Medio,Si,10,85,Medio,Si,1,Alto,Alto,Private,Negativo,3,No,Secundario,Cerca,Masculino,69
16,68,Medio,Bajo,Si,10,64,Medio,Si,2,Alto,Bajo,Publico,Negativo,2,No,Secundario,Medio,Masculino,61
24,72,Medio,Medio,Si,7,82,Alto,Si,2,Medio,Medio,Private,Positivo,4,No,Secundario,Lejos,Masculino,67
22,68,Medio,Alto,No,7,76,Medio,Si,1,Medio,Medio,Publico,Positivo,4,No,Secundario,Cerca,Masculino,66
22,91,Bajo,Medio,Si,8,95,Medio,Si,1,Bajo,Alto,Private,Neutral,2,No,Secundario,Cerca,Masculino,70
20,89,Medio,Alto,No,7,84,Bajo,Si,5,Alto,Medio,Publico,Neutral,3,No,Posgrado,Medio,Masculino,72
20,85,Alto,Bajo,Si,9,80,Medio,Si,3,Bajo,Medio,Private,Neutral,3,No,Posgrado,Medio,Masculino,69
34,75,Bajo,Medio,Si,5,66,Medio,Si,0,Bajo,Medio,Private,Positivo,3,No,Secundario,Cerca,Masculino,68
27,96,Medio,Medio,No,7,93,Medio,Si,2,Medio,Medio,Publico,Neutral,2,No,Universitario,Cerca,Masculino,74
24,99,Alto,Medio,No,8,53,Alto,Si,1,Bajo,Medio,Private,Neutral,3,Si,Secundario,Cerca,Masculino,70
21,67,Medio,Medio,Si,9,95,Alto,Si,1,Medio,Medio,Private,Positivo,4,No,Secundario,Cerca,Masculino,67
26,69,Medio,Medio,Si,5,83,Medio,Si,4,Medio,Alto,Private,Neutral,2,No,Secundario,Medio,Femenino,68
23,81,Alto,Bajo,No,6,59,Medio,Si,2,Alto,Alto,Private,Neutral,1,No,Posgrado,Cerca,Femenino,69
20,64,Alto,Bajo,No,4,95,Medio,Si,4,Medio,Medio,Publico,Neutral,4,No,Secundario,Cerca,Masculino,66
18,77,Medio,Bajo,No,6,66,Alto,Si,3,Medio,Alto,Publico,Positivo,3,No,Universitario,Medio,Masculino,66
20,83,Alto,Alto,Si,5,58,Medio,Si,1,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,68
1,81,Medio,Medio,Si,8,66,Medio,Si,1,Bajo,Medio,Publico,Negativo,2,No,Universitario,Cerca,Masculino,60
21,73,Alto,Medio,No,7,98,Alto,Si,0,Alto,Alto,Publico,Positivo,4,Si,Posgrado,Cerca,Masculino,69
17,82,Alto,Medio,No,7,88,Medio,Si,1,Medio,Medio,Publico,Negativo,1,Si,Secundario,Cerca,Masculino,66
30,98,Medio,Alto,Si,7,96,Medio,Si,1,Medio,Medio,Private,Neutral,3,No,Posgrado,Cerca,Femenino,77
20,68,Medio,Bajo,No,9,65,Bajo,Si,1,Alto,Medio,Publico,Negativo,5,No,Universitario,Cerca,Masculino,63
13,86,Medio,Bajo,Si,5,54,Medio,Si,3,Alto,Alto,Publico,Neutral,3,Si,Universitario,Cerca,Masculino,66
20,62,Alto,Medio,Si,4,78,Medio,No,1,Alto,Medio,Private,Positivo,4,No,Secundario,Medio,Femenino,64
14,63,Alto,Alto,No,8,74,Medio,Si,1,Bajo,Medio,Private,Neutral,4,No,Posgrado,Medio,Femenino,63
23,82,Bajo,Medio,Si,6,86,Medio,Si,0,Alto,Medio,Publico,Neutral,4,No,Secundario,Cerca,Masculino,68
22,64,Alto,Medio,No,5,77,Medio,Si,1,Alto,Medio,Private,Negativo,2,No,Universitario,Cerca,Masculino,65
26,61,Alto,Medio,Si,8,70,Bajo,Si,1,Medio,Medio,Private,Neutral,4,Si,Posgrado,Medio,Masculino,65
15,67,Alto,Alto,Si,4,50,Bajo,Si,0,Medio,,Publico,Positivo,1,No,Universitario,Cerca,Masculino,64
20,83,Alto,Medio,Si,6,73,Medio,Si,0,Alto,Medio,Publico,Positivo,3,No,Universitario,Lejos,Masculino,68
12,88,Bajo,Medio,Si,4,56,Medio,Si,0,Bajo,Alto,Private,Neutral,2,No,Secundario,Lejos,Masculino,62
24,68,Medio,Medio,Si,7,96,Medio,Si,1,Bajo,Alto,Publico,Positivo,3,No,Secundario,Cerca,Masculino,67
23,87,Alto,Alto,Si,9,96,Alto,Si,1,Medio,Medio,Private,Positivo,1,No,Universitario,Cerca,Femenino,73
23,67,Alto,Alto,Si,6,90,Medio,Si,2,Alto,Medio,Private,Positivo,3,No,Secundario,Cerca,Femenino,69
20,85,Medio,Medio,No,6,58,Bajo,Si,0,Bajo,Medio,Private,Negativo,2,No,Posgrado,Cerca,Masculino,65
22,76,Medio,Medio,Si,10,57,Medio,Si,1,Medio,Alto,Private,Neutral,3,No,Secundario,Lejos,Masculino,66
30,86,Alto,Medio,No,8,78,Medio,Si,4,Medio,Bajo,Publico,Positivo,2,No,Universitario,Lejos,Masculino,73
18,100,Alto,Medio,Si,10,86,Medio,Si,1,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,72
21,98,Medio,Medio,Si,7,95,Bajo,Si,3,Alto,Bajo,Publico,Neutral,1,No,Secundario,Cerca,Masculino,72
13,60,Bajo,Alto,Si,7,95,Medio,Si,1,Bajo,Medio,Private,Positivo,1,No,Secundario,Cerca,Femenino,61
15,95,Alto,Medio,Si,9,58,Bajo,Si,2,Bajo,Alto,Private,Neutral,3,No,Secundario,Cerca,Femenino,69
21,63,Alto,Medio,No,7,100,Medio,Si,1,Alto,Medio,Private,Neutral,2,No,Posgrado,Medio,Femenino,66
27,98,Alto,Alto,No,7,58,Medio,Si,1,Alto,Medio,Publico,Positivo,3,No,Posgrado,Lejos,Femenino,74
18,71,Alto,Bajo,Si,4,92,Medio,Si,1,Bajo,Medio,Publico,Negativo,4,Si,Universitario,Cerca,Femenino,64
19,75,Medio,Alto,Si,10,79,Medio,Si,1,Medio,Medio,Publico,Neutral,2,No,Secundario,Cerca,Femenino,66
18,64,Alto,Medio,Si,8,84,Medio,No,2,Medio,Medio,Publico,Neutral,3,No,Universitario,Cerca,Femenino,64
17,64,Alto,Alto,No,7,80,Bajo,Si,3,Medio,Medio,Private,Positivo,4,No,Secundario,Cerca,Masculino,66
22,89,Medio,Alto,No,8,93,Medio,Si,2,Alto,Bajo,Private,Neutral,5,No,Secundario,Cerca,Masculino,72
11,98,Alto,Alto,Si,5,82,Alto,Si,1,Medio,Medio,Private,Neutral,2,No,Posgrado,Cerca,Masculino,71
28,84,Alto,Medio,Si,6,92,Medio,Si,1,Medio,Medio,Publico,Negativo,3,Si,Secundario,Cerca,Femenino,70
16,89,Alto,Medio,Si,8,58,Bajo,Si,2,Bajo,Medio,Publico,Neutral,3,No,Universitario,Medio,Masculino,67
24,90,Medio,Alto,No,7,93,Bajo,Si,1,Bajo,Alto,Publico,Neutral,2,Si,Posgrado,Cerca,Masculino,71
12,71,Medio,Bajo,No,8,100,Medio,Si,2,Alto,Medio,Publico,Neutral,3,Si,Universitario,Cerca,Masculino,63
24,62,Medio,Alto,No,7,83,Bajo,Si,1,Medio,Bajo,Publico,Neutral,2,No,Universitario,Medio,Femenino,64
24,60,Medio,Medio,Si,8,99,Medio,Si,2,Bajo,Bajo,Publico,Neutral,1,No,Secundario,Medio,Masculino,64
22,74,Medio,Bajo,No,5,61,Medio,Si,1,Bajo,Medio,Publico,Positivo,3,No,Posgrado,Cerca,Femenino,65
14,70,Medio,Medio,Si,9,91,Alto,Si,2,Medio,Medio,Publico,Neutral,4,No,Secundario,Cerca,Femenino,65
21,62,Medio,Bajo,No,6,58,Medio,Si,2,Bajo,Alto,Private,Neutral,3,No,Universitario,Medio,Femenino,62
13,67,Alto,Alto,Si,7,76,Medio,Si,2,Bajo,Medio,Private,Neutral,5,No,Secundario,Cerca,Masculino,65
18,65,Medio,Alto,No,6,83,Bajo,Si,1,Medio,Alto,Private,Neutral,2,No,Secundario,Cerca,Masculino,64
26,97,Medio,Medio,Si,7,83,Bajo,Si,2,Bajo,Medio,Publico,Positivo,3,No,Posgrado,Cerca,Masculino,74
25,66,Medio,Alto,Si,7,84,Bajo,Si,2,Alto,Medio,Publico,Positivo,1,No,Secundario,Cerca,Masculino,67
20,82,Bajo,Medio,No,8,66,Bajo,Si,0,Alto,Medio,Publico,Positivo,2,No,Posgrado,Cerca,Masculino,66
14,84,Alto,Alto,No,8,99,Medio,No,3,Medio,Alto,Publico,Neutral,4,No,Posgrado,Cerca,Femenino,70
24,82,Medio,Alto,No,8,50,Medio,Si,0,Medio,Medio,Publico,Positivo,2,No,Posgrado,Medio,Masculino,68
20,64,Medio,Medio,No,6,81,Medio,Si,0,Alto,Alto,Publico,Positivo,1,No,,Medio,Femenino,64
6,73,Medio,Medio,No,8,93,Bajo,Si,0,Bajo,Medio,Private,Neutral,1,Si,Secundario,Lejos,Femenino,58
25,62,Medio,Medio,Si,7,95,Bajo,Si,1,Alto,Medio,Publico,Neutral,4,Si,Universitario,Cerca,Masculino,65
20,76,Medio,Alto,Si,7,86,Medio,Si,2,Medio,Medio,Publico,Negativo,5,No,Secundario,Cerca,Femenino,68
27,68,Bajo,Medio,No,8,79,Medio,Si,2,Bajo,Alto,Private,Negativo,1,Si,Posgrado,Medio,Femenino,64
13,82,Medio,Alto,No,5,73,Bajo,Si,4,Bajo,Medio,Publico,Negativo,4,No,Secundario,Cerca,Masculino,66
1,88,Medio,Alto,Si,4,72,Alto,Si,3,Medio,Medio,Private,Negativo,2,No,Universitario,Cerca,Masculino,92
22,81,Alto,Medio,Si,9,71,Medio,Si,2,Alto,Bajo,Publico,Negativo,4,No,Secundario,Cerca,Masculino,69
22,77,Medio,Alto,No,7,85,Bajo,Si,2,Bajo,Medio,Publico,Neutral,2,No,Universitario,Cerca,Masculino,68
10,75,Medio,Medio,No,8,87,Bajo,Si,2,Medio,Medio,Publico,Positivo,4,Si,Secundario,Cerca,Femenino,63
14,94,Bajo,Medio,Si,6,76,Medio,No,0,Bajo,Bajo,Publico,Neutral,3,No,Secundario,Cerca,Masculino,64
37,69,Medio,Alto,Si,9,87,Medio,No,1,Bajo,Medio,Publico,Negativo,2,No,Universitario,Lejos,Femenino,68
18,89,Medio,Bajo,No,8,76,Alto,Si,0,Bajo,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,67
24,90,Bajo,Medio,Si,7,55,Medio,Si,1,Alto,Medio,Publico,Negativo,2,No,Posgrado,Lejos,Masculino,68
16,77,Medio,Medio,Si,7,93,Medio,Si,1,Bajo,Medio,Publico,Positivo,2,No,,Medio,Masculino,66
7,72,Medio,Medio,Si,4,94,Medio,Si,4,Medio,Medio,Private,Positivo,4,No,Posgrado,Cerca,Masculino,66
19,79,Medio,Alto,Si,8,63,Medio,Si,4,Bajo,Alto,Publico,Neutral,2,No,Secundario,Medio,Masculino,68
18,64,Medio,Alto,Si,9,89,Bajo,Si,1,Medio,Alto,Private,Neutral,3,No,Secundario,Medio,Masculino,64
18,62,Alto,Medio,Si,7,76,Medio,Si,2,Medio,Medio,Private,Negativo,3,Si,Universitario,Cerca,Femenino,63
19,64,Medio,Medio,Si,7,56,Medio,Si,0,Bajo,Medio,Private,Neutral,4,No,Secundario,Cerca,Femenino,62
22,67,Medio,Alto,No,7,70,Alto,Si,2,Bajo,Medio,Private,Positivo,2,No,Secundario,Cerca,Masculino,66
19,80,Alto,Medio,Si,9,54,Medio,Si,0,Bajo,Medio,Publico,Negativo,2,No,Posgrado,Medio,Masculino,65
12,94,Medio,Bajo,Si,9,89,Medio,Si,1,Bajo,Bajo,Private,Negativo,3,No,Secundario,Cerca,Masculino,66
23,69,Medio,Alto,Si,6,60,Medio,Si,2,Bajo,Alto,Private,Negativo,4,No,Secundario,Cerca,Masculino,66
8,97,Medio,Alto,Si,8,58,Alto,Si,2,Alto,Medio,Publico,Neutral,2,No,Universitario,Cerca,Femenino,69
8,98,Bajo,Medio,Si,7,60,Medio,Si,1,Alto,Alto,Private,Negativo,3,No,Posgrado,Cerca,Femenino,67
24,98,Medio,Alto,No,8,61,Medio,Si,6,Medio,Alto,Private,Positivo,3,No,Secundario,Cerca,Femenino,75
23,94,Alto,Medio,Si,6,84,Alto,Si,0,Bajo,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Masculino,73
20,75,Medio,Medio,Si,9,82,Alto,Si,0,Bajo,Bajo,Publico,Positivo,5,No,Universitario,Medio,Femenino,66
12,63,Medio,Medio,No,8,56,Bajo,Si,4,Medio,Medio,Publico,Positivo,4,No,Universitario,Medio,Masculino,61
16,83,Medio,Medio,Si,9,86,Medio,Si,5,Bajo,Alto,Private,Negativo,4,No,Secundario,Medio,Femenino,68
18,82,Medio,Medio,Si,5,67,Alto,No,1,Medio,Alto,Publico,Neutral,4,No,Universitario,Cerca,Masculino,67
10,94,Medio,Alto,No,5,73,Medio,Si,1,Medio,Medio,Publico,Negativo,3,No,Secundario,Medio,Masculino,66
16,100,Medio,Alto,No,10,56,Medio,Si,1,Alto,Medio,Publico,Neutral,2,No,Secundario,Cerca,Femenino,69
24,80,Medio,Medio,No,9,85,Bajo,Si,3,Bajo,Medio,Publico,Positivo,4,No,Secundario,Cerca,Masculino,69
29,74,Medio,Alto,Si,6,69,Medio,Si,1,Bajo,Alto,Private,Negativo,1,No,Universitario,Lejos,Femenino,67
17,67,Alto,Medio,No,8,82,Medio,Si,0,Medio,Medio,Publico,Positivo,4,No,Secundario,Cerca,Femenino,65
25,60,Medio,Bajo,No,6,71,Bajo,Si,2,Alto,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,63
9,80,Medio,Bajo,Si,4,52,Bajo,Si,1,Alto,Medio,Publico,Positivo,2,No,Posgrado,Cerca,Femenino,63
24,82,Medio,Medio,No,4,85,Bajo,No,1,Bajo,Medio,Publico,Negativo,2,No,Secundario,Cerca,Masculino,66
15,93,Medio,Medio,Si,7,78,Bajo,Si,0,Medio,Medio,Publico,Negativo,4,No,Secundario,Medio,Masculino,66
22,80,Medio,Alto,Si,9,72,Bajo,Si,2,Medio,Medio,Publico,Neutral,4,No,Universitario,Cerca,Femenino,69
19,97,Alto,Medio,Si,9,60,Alto,Si,3,Medio,Medio,Publico,Negativo,4,No,Posgrado,Medio,Femenino,72
28,85,Medio,Medio,Si,9,81,Bajo,Si,2,Bajo,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,70
15,94,Medio,Alto,Si,8,64,Medio,Si,2,Bajo,Medio,Publico,Negativo,1,No,Universitario,Cerca,Masculino,68
24,66,Alto,Medio,Si,7,71,Bajo,Si,1,Bajo,Alto,Publico,Neutral,3,No,Secundario,Cerca,Masculino,66
18,94,Bajo,Medio,Si,9,53,Medio,Si,3,Bajo,Medio,Publico,Negativo,3,No,Universitario,Medio,Femenino,67
19,87,Alto,Medio,No,4,89,Medio,Si,0,Bajo,Bajo,Publico,Positivo,5,Si,Posgrado,Medio,Femenino,68
19,67,Medio,Bajo,Si,8,55,Medio,No,0,Medio,Alto,Private,Positivo,4,No,Secundario,Cerca,Masculino,62
15,68,Medio,Alto,No,5,95,Alto,Si,1,Medio,Medio,Private,Positivo,2,Si,Universitario,Cerca,Femenino,64
20,97,Alto,Bajo,Si,6,93,Bajo,Si,1,Alto,Alto,Publico,Positivo,1,No,Universitario,Lejos,Masculino,71
20,61,Alto,Medio,No,8,99,Medio,Si,0,Medio,Alto,Publico,Neutral,4,No,Universitario,Cerca,Masculino,65
21,79,Medio,Medio,Si,8,95,Alto,Si,0,Medio,Medio,Publico,Neutral,2,No,Posgrado,Cerca,Femenino,69
21,73,Medio,Medio,No,6,99,Medio,No,1,Bajo,Medio,Publico,Neutral,5,No,Secundario,Cerca,Masculino,65
25,87,Medio,Medio,No,8,94,Alto,Si,0,Medio,Alto,Publico,Positivo,4,No,Secundario,Cerca,Masculino,71
26,94,Bajo,Medio,No,8,56,Bajo,Si,1,Alto,Medio,Publico,Negativo,2,No,Universitario,Cerca,Femenino,69
14,74,Alto,Medio,Si,7,72,Alto,No,2,Medio,Medio,Private,Negativo,3,No,Universitario,Cerca,Masculino,65
25,77,Bajo,Medio,Si,7,54,Medio,Si,2,Medio,Medio,Publico,Neutral,1,No,Universitario,Medio,Masculino,66
13,99,Medio,Medio,Si,10,77,Bajo,Si,0,Medio,Alto,Private,Negativo,3,No,Universitario,Medio,Femenino,68
24,91,Alto,Alto,Si,7,76,Medio,Si,0,Medio,Medio,Private,Positivo,2,No,Secundario,Medio,Femenino,72
24,96,Alto,Alto,Si,7,96,Medio,Si,1,Medio,Medio,Publico,Negativo,3,No,Secundario,Cerca,Femenino,74
9,78,Medio,Medio,No,7,98,Bajo,Si,3,Bajo,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,64
21,69,Alto,Bajo,Si,7,63,Medio,Si,0,Medio,Medio,Publico,Positivo,3,No,Secundario,Medio,Masculino,64
17,76,Medio,Medio,Si,8,79,Bajo,No,1,Bajo,Medio,Publico,Neutral,4,Si,Posgrado,Lejos,Femenino,63
